display	candidate_id	best_rank	elixir	research	platform	commercial	company	protocol	wildcard	pareto_roles	flags	dissent
Call.Graph	cand-ad3e51ad04564d46	834	C/834	C/1000	C/1003	C/1028	C/1124	C/966	no	0	1	0
Measure, Then Withhold	cand-3496baf3df5560e9	834	C/1425	C/1104	C/1174	C/992	C/834	C/1289	no	0	0	0
Layaqa	cand-c66da63fa794f73e	836	C/1054	C/1071	C/936	C/965	C/836	C/1024	no	0	0	0
Redress Union	cand-b0d82f1eff07ef92	838	C/1187	C/1148	C/1031	C/975	C/838	C/1115	no	0	0	0
Forecast Window	cand-9ee04bb3ab04447a	840	C/1112	C/1083	C/1120	C/886	C/840	C/1076	no	0	0	0
SIG::RUN	cand-fe3d3c1988bf41e8	840	C/947	C/840	C/1164	C/1203	C/1378	C/1078	no	0	0	0
Catalogue of Small Failures	cand-ba228086169d1389	842	D/1454	C/1149	C/1180	C/993	C/842	C/1327	no	0	0	0
Error in Words	cand-45c185f72cf1ed03	844	C/1272	C/1096	C/1178	C/898	C/844	C/1195	yes	0	0	0
Ecor	cand-6efd6f1f52dd7d6d	845	C/845	C/956	C/876	C/988	C/936	C/876	no	0	1	0
Let It Try	cand-00524cddd412052b	845	C/1179	C/1182	C/1207	C/893	C/845	C/1351	no	5	0	0
Load-Bearing Meaning	cand-154b958c66a59a2b	846	C/1156	C/846	C/977	C/909	C/853	C/972	yes	0	0	0
Rehome	cand-a2689c0b7e04ecb8	846	C/1042	C/1156	C/986	C/935	C/846	C/1062	no	0	2	0
The Call Box	cand-f9da5858f192d2f5	847	C/989	C/957	C/1081	C/847	C/877	C/1151	no	0	0	0
Contractlet	cand-deec7342928a4306	848	C/980	C/961	C/918	C/900	C/922	C/848	no	0	0	0
Mingluo	cand-8f4458351ac70aba	848	C/1061	C/1084	C/907	C/939	C/848	C/989	yes	6	0	0
Talivo	cand-27aecefe576e1b7e	849	C/1218	C/1105	C/964	C/1044	C/849	C/949	no	0	0	0
Xorani	cand-feeb141d3c72498a	850	C/992	C/950	C/887	C/1012	C/862	C/850	no	0	0	0
Handoffable	cand-aaaca2f35f3eda0f	851	C/1022	C/906	C/961	C/903	C/851	C/919	no	0	0	0
Shura	cand-f5ef7120293a5ec2	851	C/851	C/1073	C/939	C/1043	C/1036	C/1059	no	0	2	0
Loopback	cand-64edaa3fb9310e98	852	C/879	C/875	C/938	C/1050	C/1157	C/852	no	0	2	0
Avera	cand-509dc1fc67a0fb18	854	C/856	C/1005	C/854	C/1202	C/1168	C/888	no	0	2	0
Fail Within Bounds	cand-581552edfae681c6	854	C/1040	C/860	C/1011	C/917	C/854	C/1041	no	0	0	0
Co-Labor	cand-4505ee23d9f6a2e8	855	C/1009	C/871	C/921	C/929	C/855	C/901	no	0	0	0
Mundane Rite	cand-f22f6ad587a7b6e1	856	C/1166	C/1174	C/1080	C/970	C/856	C/1187	no	0	0	0
Name the Reviewer	cand-abbfd9715f052f18	858	C/1414	C/1112	C/1197	C/1000	C/858	C/1264	no	0	0	0
Runstead	cand-c173c154fcd926a2	858	C/858	C/1025	C/868	C/880	C/864	C/951	no	0	1	0
Scope Is a Verb	cand-e42b5944d8b1ef39	859	C/1217	C/1022	C/1078	C/949	C/859	C/1237	no	6	0	0
The Program, Not the Promise	cand-ed0c22f163704b8d	860	C/1402	C/1004	C/1171	C/940	C/860	C/1219	yes	0	0	0
Mended Prompt	cand-59e93ad8513140d9	863	C/1020	C/1038	C/1314	C/863	C/1040	C/1252	yes	5	0	0
Toyun	cand-79f93173c10dd017	863	C/863	C/1041	C/946	C/979	C/965	C/986	yes	0	0	0
Ex<>LM	cand-46cac5bd1e24832c	864	C/864	C/938	C/1146	C/1251	C/1384	C/1122	no	0	0	0
Boundable	cand-a4624e6daac68e87	866	C/866	C/1053	C/1034	C/976	C/984	C/1013	no	0	0	0
prog.ctrl	cand-17eee82816e6fb16	866	C/938	C/868	C/999	C/1250	C/1338	C/866	no	0	0	0
Show Your Work	cand-d0b8257d9df24878	866	C/1173	C/1023	C/1095	C/866	C/887	C/1189	no	0	0	0
Loop Dispatcher	cand-252628ef9f40f3a8	867	C/899	C/933	C/1017	C/867	C/908	C/896	no	0	0	0
Ask Before Adapting	cand-b5c97f5f21988a6f	870	D/1649	C/1336	C/1298	C/1102	C/870	C/1380	no	5	0	0
Hum	cand-04fb78ddc42ed5b7	873	C/873	C/1190	C/1221	C/1195	C/1261	C/1201	no	0	3	0
Invasive Optimizer	cand-99d1c2e4e7ee2cf0	873	C/1127	C/1272	C/1114	C/873	C/876	C/1215	yes	6	0	0
Handovia	cand-cf6494b1cc79a97d	874	C/984	C/982	C/910	C/1004	C/935	C/874	yes	0	0	0
Titrate	cand-1e3ea6993679d502	874	C/874	C/903	C/916	C/1182	C/1263	C/915	no	0	3	0
Apprentice	cand-042b8f64044ee799	875	C/875	C/1076	C/1026	C/1038	C/1114	C/1030	no	5	2	0
Assay	cand-9b2153df65c7cba8	876	C/877	C/876	C/905	C/1083	C/1206	C/952	no	0	4	0
Namespace Chassis	cand-cd6bfb8abe4a1b79	877	C/963	C/942	C/894	C/989	C/955	C/877	yes	0	0	0
Trace the Route	cand-1dbc61c1671caa41	877	C/1105	C/877	C/1069	C/1034	C/1085	C/998	no	0	0	0
Beam.Param/2	cand-70b2dedc5487313f	878	C/907	C/878	C/1086	C/1183	C/1295	C/1053	no	6	0	0
Artifact Exchange	cand-eca6011a4db9fda7	881	C/1225	C/1217	C/1044	C/959	C/881	C/1010	yes	0	0	0
Ruleset	cand-99c030754b692614	881	C/881	C/920	C/1073	C/1190	C/1342	C/907	yes	6	3	0
Careful Play	cand-c9696c07c73d8177	882	C/1216	C/1168	C/1167	C/969	C/882	C/1156	no	0	0	0
VET	cand-5f9276129b845b99	883	C/883	C/1140	C/1137	C/1222	C/1355	C/1121	no	6	3	0
Parseability	cand-5898b1436fde4ce0	884	C/1246	C/1039	C/1008	C/1022	C/884	C/971	no	0	0	0
Operational Program Architecture	cand-1980766479ea96a4	885	D/1498	C/885	C/1267	C/1468	D/1471	C/1004	no	5	0	0
Many Door Room	cand-d362c905efc05def	886	D/1485	C/1316	C/1188	C/1116	C/886	C/1363	no	0	0	0
RAVEL	cand-ef6ef65be57b8091	888	C/888	C/1116	C/942	C/1219	C/1229	C/1005	no	0	4	0
Set the Terms	cand-5a14ee34c3b7b3e7	888	C/1276	C/1079	C/1112	C/968	C/888	C/1185	no	0	0	0
Auditeration	cand-a6fff7490a6162b8	890	C/977	C/1018	C/890	C/933	C/901	C/957	no	0	0	0
Credit the Makers	cand-f5bbf7017a2a7b9b	890	D/1677	D/1471	C/1349	C/1156	C/890	D/1475	no	0	0	0
Hanmae	cand-3ec5e109bbd7c3a9	891	C/930	C/1029	C/891	C/1064	C/975	C/968	no	0	0	0
TRACE	cand-eafe895eb8119e6e	892	C/892	C/1036	C/974	C/1209	C/1299	C/1001	yes	0	2	0
Dabarun	cand-f57e2744aa1c5793	894	C/894	C/913	C/925	C/1046	C/1031	C/945	no	0	0	0
Programs as Scores	cand-da3f27f6a13aad71	895	C/1328	C/1009	C/1060	C/971	C/895	C/1143	no	0	0	0
Name the Control	cand-8b2d659ae4cd4697	896	C/1260	C/983	C/1138	C/945	C/896	C/1154	no	0	0	0
Schemapping	cand-f23a21e7b6a4dc5c	897	C/897	C/901	C/1029	C/1042	C/1132	C/962	no	0	0	0
Thaum	cand-7329b38ee0fd4a4a	897	C/1027	C/1161	C/897	C/1010	C/910	C/1000	no	0	0	0
Greenhouse	cand-f300f10844ecfc75	898	C/898	C/968	C/911	C/962	C/1025	C/930	no	0	4	0
Siglet	cand-bc9bc3352bd1321c	899	C/1055	C/1245	C/1131	C/956	C/899	C/1100	no	0	0	0
Handshake	cand-dfff30d188055f20	900	C/900	C/1143	C/1130	C/1161	C/1282	C/1145	no	0	3	0
Governor	cand-b3f6a67e041389bb	902	C/902	C/1152	C/1027	C/1198	C/1313	C/1027	no	0	3	0
Reeve	cand-452139ff8f957304	902	C/919	C/1042	C/902	C/1087	C/1083	C/933	no	0	3	0
Cadence	cand-4f6b9e1c24d93d9a	904	C/904	C/1091	C/954	C/1105	C/1088	C/969	yes	5	2	0
Gradgrind Runtime	cand-518448d7dcda2b9c	906	C/1097	C/1122	C/979	C/941	C/906	C/1111	no	0	0	0
Telemetry Root	cand-a431c462ac8afa1c	906	C/923	C/927	C/1102	C/1176	C/1274	C/906	no	0	0	0
Careloop	cand-301e9fe37a96c8dc	907	C/1004	C/1169	C/1090	C/943	C/907	C/1104	yes	0	0	0
Maintainers' Table	cand-2b7e4a2a7d8dac31	907	C/1241	C/907	C/1059	C/1005	C/938	C/1073	yes	0	0	0
Evidence Edition	cand-91f3a483a83f094e	908	C/1136	C/945	C/982	C/958	C/930	C/908	no	0	0	0
Moduleaf	cand-f86789f8c75a7f36	910	C/918	C/910	C/1062	C/980	C/1029	C/911	no	0	0	0
The Model Parliament	cand-50b680be8423e11e	911	D/1466	C/1427	C/1252	C/1027	C/911	D/1462	yes	0	0	0
Workshop Findings	cand-0d04b0cb0c723fb8	911	C/1374	C/911	C/1157	C/1124	C/1093	C/1040	no	0	0	0
Arivu	cand-d52a454bbc0bc8f4	912	C/912	C/1017	C/943	C/1079	C/1063	C/979	no	0	2	0
Sankofa	cand-6a93f7a8baa0fa56	912	C/1023	C/1197	C/1018	C/983	C/912	C/1157	yes	0	0	0
The Example Book	cand-cce11e9d2f31fb37	914	C/1192	C/1069	C/1193	C/914	C/941	C/1250	no	0	0	0
Savor	cand-053b1995c59a7ff8	917	C/917	C/1111	C/940	C/960	C/920	C/967	no	5	1	0
Siltaq	cand-6eb0bda9834bba9b	919	C/1015	C/994	C/919	C/1054	C/986	C/935	no	0	0	0
Commonthen	cand-2565dc9a07e5dc0a	921	C/1131	C/1006	C/985	C/1106	C/1008	C/921	no	0	0	0
halt.tap	cand-af8b6a47c985b0eb	922	C/922	C/975	C/1113	C/1117	C/1201	C/1031	no	0	0	0
Harbor of Programs	cand-bd2036b8d158397c	923	C/1351	C/923	C/1136	C/1001	C/947	C/1016	yes	0	0	0
Meridian	cand-b6c4ac412ac88223	923	C/994	C/1123	C/947	C/1244	C/1228	C/923	no	0	4	0
Attune	cand-2d769791545d2b49	924	C/942	C/1130	C/924	C/1048	C/1044	C/1066	no	5	3	0
Loop.Yard	cand-9a271eaeb5d8e5a9	924	C/1175	C/989	C/1001	C/998	C/924	C/1046	yes	0	0	0
Skein	cand-2f2742392c67f60c	925	C/925	C/1064	C/1051	C/1247	C/1302	C/1028	no	0	3	0
Kairon	cand-a465f4804308d6d4	926	C/943	C/1085	C/926	C/1274	C/1257	C/948	no	0	2	0
Laborium	cand-e38fc2512b838048	927	C/1043	C/1067	C/969	C/1007	C/927	C/958	no	0	0	0
Refusalware	cand-8d0e7dc0105b9dd8	927	C/927	C/992	C/972	C/928	C/978	C/928	no	0	0	0
The Review	cand-c697454bd1447077	928	C/1126	C/928	C/1064	C/1063	C/1013	C/929	no	0	0	0
Ward	cand-96b8f576c788b75e	928	C/928	C/1128	C/1067	C/1230	C/1262	C/1118	no	0	4	0
Jelajah	cand-d88ac02db678cc51	929	C/1211	C/1153	C/1057	C/1053	C/929	C/1099	no	5	0	0
Practice	cand-ada750e3f8464e9e	929	C/929	C/1003	C/1041	C/1157	C/1220	C/982	no	0	3	0
Tuning	cand-c72dee7fe8e800e2	929	C/940	C/929	C/1139	C/1205	C/1353	C/984	no	0	2	0
Scriptile	cand-d8386b403b6a39e5	931	C/1113	C/1229	C/1185	C/932	C/931	C/1170	no	0	0	0
Qanta	cand-d16fafe269f23a89	932	C/1119	C/1181	C/932	C/1229	C/1104	C/964	yes	0	1	0
SEMANTICS@RUNTIME	cand-c48824d0da2daee8	932	C/987	C/932	C/1047	C/1119	C/1158	C/1033	no	0	0	0
Shutter	cand-9db3a25b009c1e43	933	C/933	C/1235	C/1125	C/1146	C/1175	C/1169	no	0	3	0
Forbear	cand-58840375d5866bd4	934	C/962	C/1014	C/959	C/996	C/934	C/941	no	0	0	0
T-Loop	cand-0ccb362a01dba41a	934	C/934	C/999	C/1156	C/1147	C/1208	C/1103	no	0	0	0
Cuida	cand-ad19f12aa987c602	936	C/936	C/1125	C/1122	C/987	C/1011	C/1117	no	0	0	0
Freightless Routing	cand-b6c36e2d9cd9e8b6	937	C/1290	C/1011	C/1052	C/1006	C/937	C/991	no	0	0	0
House Rules	cand-23a3888fa6c326ed	938	C/1017	C/1056	C/1118	C/938	C/976	C/1130	no	0	0	0
Publish With Context	cand-a48f02fecabcd83b	939	C/1385	C/939	C/1248	C/1142	C/1151	C/1114	no	0	0	0
Conscience Clause	cand-9573f6e70855e3aa	940	C/1408	C/1411	C/1286	C/1047	C/940	C/1412	no	6	0	0
Patchwork	cand-3af082fc9b78b977	941	C/956	C/1024	C/941	C/1133	C/1180	C/1008	no	0	4	0
Sem	cand-e604f8c97caaadb4	941	C/941	C/1124	C/1088	C/1398	D/1488	C/993	no	0	3	0
Disclose Less	cand-c068e116c54e140d	942	C/1191	C/1126	C/1215	C/951	C/942	C/1253	no	0	0	0
Pause	cand-6210c0bf05396716	946	C/946	C/1047	C/1089	C/1115	C/1161	C/1034	no	0	3	0
Better Questions	cand-79e02e9f34cb251d	948	C/1064	C/954	C/1158	C/948	C/1037	C/1048	no	0	0	0
Maps and Contracts for LM Programs	cand-64e4d9116f193eee	948	D/1556	C/948	C/1366	D/1505	D/1565	C/1177	no	0	0	0
SOLA	cand-7a40ec88bab02c87	948	C/948	C/1046	C/1012	C/1316	C/1366	C/970	no	0	3	0
Folio	cand-4631f244ad449527	949	C/1075	C/1010	C/949	C/1121	C/1097	C/980	no	0	4	0
Plans, Paths, and Programs	cand-904f8bf32dc695ec	949	D/1523	C/949	C/1213	C/1212	C/1186	C/1113	no	0	0	0
Lay Out	cand-1dc5ae5b68174891	951	C/968	C/951	C/1133	C/1136	C/1213	C/1019	no	0	0	0
Mizanu	cand-30eaf9a91689ec3c	951	C/951	C/1120	C/1010	C/1068	C/1060	C/1108	no	0	0	0
Credential Boundary	cand-7eae6fc7f4795dce	952	C/1130	C/952	C/1096	C/995	C/1050	C/985	no	0	0	0
LMX	cand-4692a3334b44199f	952	C/952	C/1055	C/1272	C/1475	D/1589	C/1074	no	0	1	0
Veykatu	cand-bd01ef01ed942b1e	952	C/1275	C/1159	C/987	C/1153	C/952	C/1009	yes	5	0	0
Promptbook	cand-d0c8cc8e09630561	953	C/953	C/990	C/1074	C/1101	C/1227	C/976	no	0	2	0
Feedbackle	cand-d3f7bf34c3d7e326	955	C/965	C/974	C/996	C/955	C/967	C/1032	no	0	0	0
Convene	cand-1b12837c5c23ec8e	957	C/957	C/1034	C/1019	C/1061	C/1086	C/1022	no	0	2	0
Brief	cand-29a8825bd242f143	958	C/958	C/1200	C/1262	C/1207	C/1333	C/1186	no	0	3	0
Stop Before Promotion	cand-b9fa1222a92ab10a	958	D/1597	C/1165	C/1274	C/1077	C/958	C/1296	no	0	0	0
Open Gate	cand-6c15ec78513a7531	960	C/1077	C/1147	C/1032	C/990	C/960	C/1077	yes	0	0	0
Resonance	cand-2972f9afb85ba78f	960	C/960	C/1173	C/973	C/1058	C/1019	C/1035	no	0	2	0
Meisner	cand-a4533fdfcf363fd8	963	C/1093	C/1115	C/1072	C/1009	C/963	C/1088	no	0	0	0
Optimization Can Lose	cand-63b6092917b43f96	964	D/1527	C/964	C/1198	C/1118	C/1034	C/1222	no	6	0	0
Restore	cand-f329e3a317eee6a8	964	C/964	C/1183	C/1022	C/1123	C/1125	C/1105	no	0	2	0
Talk to the Checker	cand-ed92f25823892286	964	C/1400	C/1221	C/1308	C/991	C/964	C/1396	no	0	0	0
Cohort	cand-16accdf4ccc09faa	966	C/966	C/1077	C/1091	C/1140	C/1188	C/994	no	0	2	0
Make No Promise	cand-59201c64264ddaff	966	C/1375	C/1266	C/1300	C/1017	C/966	C/1387	yes	0	0	0
Probe	cand-ba9c736f19e7f60b	967	C/967	C/1099	C/1154	C/1318	D/1469	C/1017	no	0	4	0
Cura	cand-b8b6bf33efcb9144	969	C/969	C/1226	C/1094	C/1320	C/1356	C/1174	yes	0	3	0
Resource Front	cand-d409add193652a2a	969	C/1201	C/1243	C/1148	C/1020	C/969	C/1190	no	0	0	0
Conduit	cand-41a01f9945b8b394	971	C/971	C/1037	C/1177	C/1279	C/1389	C/1128	no	0	4	0
Rehearse the Boundary	cand-9820a2b8884211a4	971	C/1398	C/1303	C/1311	C/1015	C/971	D/1458	no	4	0	0
Provenance Garden	cand-2c422ef506fff3b6	972	C/1262	C/1015	C/1036	C/1039	C/972	C/1051	no	0	0	0
Broadcast Gate	cand-94ba83307480fa7f	973	C/1142	C/1154	C/1194	C/973	C/981	C/1148	no	0	0	0
Hold the Schema Open	cand-3030fe328bf52f57	973	D/1564	C/1195	C/1183	C/1148	C/973	C/1266	no	0	0	0
Supervise	cand-afd63cca4f004105	975	C/975	C/1311	C/1444	C/1442	D/1561	C/1414	no	6	3	0
Symbiont	cand-943ba292100b55c3	976	C/1025	C/1146	C/976	C/1287	C/1300	C/1063	no	0	3	0
Instrumental	cand-32528ed2244f2862	978	C/1247	C/1106	C/1066	C/1242	C/1249	C/978	no	0	3	0
Transmute	cand-af0e6100f2188c2c	980	C/1005	C/1203	C/980	C/1180	C/1244	C/1096	no	0	4	0
Let the Score Fail	cand-4b7286d78a548ec4	982	D/1492	C/1386	C/1359	C/1088	C/982	D/1558	no	0	0	0
Palpable	cand-b2f2d5856f19c123	985	C/1143	C/1187	C/1101	C/1062	C/985	C/1196	no	0	1	0
Passage	cand-0886b051075687c1	985	C/985	C/1013	C/1005	C/1186	C/1251	C/1044	no	0	4	0
Task.Router	cand-411beb3bc8e7a79b	986	C/986	C/1257	C/1345	C/1324	C/1391	C/1203	no	0	0	0
Bacon Stage	cand-7c0b252a6527a19d	987	C/1182	C/1375	C/1245	C/1013	C/987	C/1324	no	0	0	0
Entr'acte	cand-db60d3354a084d7c	989	C/1293	C/1089	C/1117	C/1094	C/989	C/1158	no	6	0	0
Ledger of Play	cand-b08d4201fa00c4fa	990	C/1347	C/1186	C/1172	C/1074	C/990	C/1285	no	0	0	0
Frame	cand-9dff50df08c63581	991	C/991	C/1113	C/1152	C/1278	C/1418	C/1090	no	0	3	0
Limitron	cand-56e8b53f248d1a80	992	C/1030	C/1065	C/1058	C/1113	C/1134	C/992	no	0	1	0
Mind the Boundary	cand-442d028d7f517d25	993	C/1428	C/1185	C/1244	C/1072	C/993	C/1320	no	0	0	0
Stagehand	cand-725b707a076952fe	993	C/993	C/1233	C/1278	C/1359	D/1497	C/1251	no	0	4	0
Criterion	cand-5f435b82e7e9e75e	995	C/1238	C/995	C/1161	C/1336	C/1445	C/1086	no	0	4	0
Value Share	cand-1865c240c5d2a98a	996	D/1513	D/1544	C/1406	C/1149	C/996	D/1464	no	0	0	0
Yield	cand-8bbcba42d48dcffe	996	C/996	C/1008	C/1048	C/1139	C/1127	C/1055	no	0	1	0
Ergon	cand-89e993df559c87f1	997	C/997	C/1098	C/1225	D/1521	D/1603	C/1079	no	0	3	0
Leave Enough Behind	cand-3968100975c76890	999	D/1610	C/1357	C/1465	C/1137	C/999	D/1555	no	5	0	0
The Small Contract	cand-eb59d8e657532229	999	C/1181	C/1058	C/1227	C/999	C/1074	C/1210	no	0	0	0
Therapeia	cand-f249282b380aa833	1000	C/1090	C/1192	C/1049	C/1082	C/1000	C/1142	no	0	0	0
Babel Commons	cand-336e00dfa9f8414d	1001	C/1353	C/1263	C/1104	C/1114	C/1001	C/1205	yes	0	0	0
Score	cand-a575b79868a2336d	1001	C/1001	C/1209	C/1316	C/1361	D/1526	C/1200	no	6	3	0
Hushline	cand-c60360bc3dd6ad32	1002	C/1002	C/1127	C/1009	C/1232	C/1265	C/1069	no	0	3	0
Soup.Arrow	cand-8c48cd91da0200a6	1002	C/1035	C/1184	C/1160	C/1078	C/1002	C/1271	yes	5	0	0
Scenechange	cand-c0ebff19ad9b235c	1003	C/1003	C/1090	C/1099	C/1252	C/1305	C/1075	no	0	1	0
Soriwa	cand-b8addf2e2c338dfa	1003	C/1044	C/1144	C/1055	C/1071	C/1003	C/1136	yes	0	0	0
Optimization May Regress	cand-559a9e286bea71aa	1004	D/1570	C/1060	C/1303	C/1092	C/1004	C/1231	no	6	0	0
Audivor	cand-a7382d207b16dc4b	1006	C/1159	C/1241	C/1155	C/1093	C/1006	C/1160	no	0	0	0
lm://program	cand-8f7661f0e368fbde	1007	C/1325	C/1075	C/1024	C/1367	C/1332	C/1007	no	0	0	0
Steer	cand-57fce44d7c6df51a	1008	C/1008	C/1100	C/1127	C/1310	C/1433	C/1057	no	0	3	0
Cue	cand-14da5d70daaa665e	1010	C/1010	C/1227	C/1328	C/1317	C/1423	C/1277	no	0	3	0
Blueprint	cand-b1ece0f3fb4f7be0	1011	C/1033	C/1051	C/1123	C/1241	C/1357	C/1011	no	6	4	0
Common Rite	cand-26e8ffd2d6c01f6a	1012	C/1220	C/1291	C/1208	C/1075	C/1012	C/1283	no	0	0	0
P4R	cand-a586b831de95632b	1012	C/1123	C/1117	C/1142	C/1329	C/1314	C/1012	no	0	0	0
SIFT	cand-cda9593e0f0c88ba	1012	C/1012	C/1196	C/1250	C/1429	D/1541	C/1161	no	0	4	0
Wayang	cand-c1a73d09b2decfb2	1013	C/1013	C/1222	C/1021	C/1100	C/1121	C/1166	yes	0	1	0
Call, Measure, Revise	cand-35aa2e3e22f8599a	1014	C/1329	C/1044	C/1132	C/1014	C/1048	C/1206	yes	0	0	0
Bayanu	cand-5053967db12ed0ce	1016	C/1095	C/1164	C/1097	C/1095	C/1016	C/1109	no	0	0	0
Care For	cand-3aaa456865c12be5	1017	D/1655	C/1441	C/1405	C/1181	C/1017	D/1508	yes	0	0	0
Call It	cand-5fdaa97668c9fd8e	1021	C/1053	C/1021	C/1217	C/1065	C/1144	C/1144	no	0	0	0
Delphi Null	cand-6aa08dc6e2c7e537	1021	C/1340	D/1493	C/1295	C/1067	C/1021	C/1438	no	0	0	0
A Little Help	cand-13caa9e9c772dfda	1022	D/1449	C/1374	C/1408	C/1076	C/1022	D/1489	no	6	0	0
Side Door	cand-be589ccfa83e650d	1023	C/1244	C/1446	C/1251	C/1069	C/1023	C/1338	no	0	0	0
Hypatia	cand-ee2e5af3bfb1fdba	1024	C/1024	C/1145	C/1098	C/1227	C/1260	C/1112	no	0	3	0
Tohutohu	cand-e006d446fe81d5e6	1026	C/1102	C/1251	C/1068	C/1145	C/1026	C/1199	no	6	0	0
Bhashiq	cand-702f7f26c500ce76	1027	C/1168	C/1252	C/1053	C/1159	C/1027	C/1150	no	6	0	0
Church Boundary	cand-8cf4b228d8657ad5	1030	C/1116	C/1247	C/1159	C/1035	C/1030	C/1180	no	0	0	0
Savepoint	cand-67ba9a7a922f3037	1031	C/1031	C/1285	C/1265	C/1332	C/1417	C/1228	no	0	3	0
DCL/EX	cand-0273041f31cc3d23	1032	C/1273	C/1032	C/1270	C/1470	D/1531	C/1123	no	0	0	0
Sisuva	cand-14f7c4f8469a1b09	1032	C/1103	C/1180	C/1119	C/1108	C/1032	C/1146	no	0	0	0
Ablation Society	cand-fce9ca8f1929a3b8	1033	D/1455	C/1346	C/1282	C/1073	C/1033	C/1357	no	0	0	0
Orpheum	cand-59a37649c6770a44	1033	C/1146	C/1160	C/1033	C/1206	C/1170	C/1087	no	0	2	0
CALC.EX	cand-5441b3f50d6cc07a	1034	C/1034	C/1137	C/1377	C/1368	D/1499	C/1299	no	0	0	0
Ingress	cand-487a0a9a39038de9	1036	C/1036	C/1212	C/1415	C/1428	D/1586	C/1234	yes	6	3	0
Partial Evaluator	cand-fd38aadae7db643f	1037	C/1193	C/1135	C/1087	C/1037	C/1066	C/1071	no	0	0	0
Rewrite System	cand-ab0aee4bd941c278	1037	C/1070	C/1151	C/1037	C/1172	C/1225	C/1058	no	0	0	0
Sensoria	cand-35746efa9d0c2dde	1038	C/1106	C/1284	C/1109	C/1104	C/1038	C/1137	no	0	0	0
Limen	cand-96ad72da603bfdff	1039	C/1078	C/1045	C/1039	C/1245	C/1238	C/1083	no	0	2	0
SIGIL:PROGRAM	cand-c4d3dca1460cdd30	1042	C/1169	C/1133	C/1075	C/1162	C/1131	C/1042	no	0	0	0
Peirce	cand-b08db61412cb20db	1043	C/1150	C/1093	C/1077	C/1289	C/1276	C/1043	no	0	1	0
Popper Relay	cand-bc75720c70421216	1046	C/1206	C/1382	C/1288	C/1066	C/1046	C/1367	no	0	0	0
Arch	cand-890cabe271136403	1047	C/1047	C/1206	C/1276	C/1345	C/1401	C/1168	no	0	3	0
Coordinate Ascent	cand-40fd1bf08c946585	1047	C/1196	C/1189	C/1121	C/1107	C/1173	C/1047	no	0	0	0
Tuklasu	cand-dd000375d8ff58b8	1047	C/1209	C/1131	C/1126	C/1125	C/1047	C/1132	no	0	0	0
The Declared Things	cand-bb95f9b5ae00e7d6	1049	C/1416	C/1078	C/1234	C/1120	C/1049	C/1246	no	0	0	0
NS:Trace	cand-3b779f260edf024f	1052	C/1204	C/1052	C/1173	C/1267	C/1275	C/1070	no	0	0	0
The Tribunal	cand-ed0fcfc74362b0d4	1053	D/1508	D/1643	C/1346	C/1170	C/1053	D/1545	no	0	0	0
Make Room for Maybe	cand-841e3f968bf1f2d8	1055	D/1673	C/1417	C/1452	C/1189	C/1055	D/1563	no	5	0	0
House of Scores	cand-a37b2828fa849246	1056	D/1531	C/1294	C/1218	C/1143	C/1056	C/1314	no	0	0	0
Kiln	cand-cdfe9ad58b46226d	1056	C/1063	C/1162	C/1056	C/1322	C/1336	C/1089	no	0	4	0
QuipQuip	cand-113ccfab5b2fecdd	1057	C/1194	C/1400	C/1340	C/1057	C/1070	C/1378	no	0	0	0
Tukey	cand-e9c974e51bac2961	1057	C/1057	C/1211	C/1100	C/1134	C/1185	C/1155	no	0	1	0
beam.run/1	cand-05bc68b05da9d2f5	1058	C/1058	C/1198	D/1569	D/1655	D/1786	D/1504	no	6	0	0
Raxa	cand-2964a4ec26fc5bdf	1058	C/1223	C/1351	C/1085	C/1200	C/1058	C/1176	no	0	1	0
Bunyian	cand-06db5b607f22f6ac	1059	C/1203	C/1321	C/1115	C/1152	C/1059	C/1224	yes	0	0	0
Invocation Boundary	cand-7dd141551f1bb2bb	1059	C/1200	C/1059	C/1151	C/1096	C/1117	C/1173	yes	0	0	0
Keycap	cand-02c03cafcd09be9e	1059	C/1059	C/1297	C/1297	C/1204	C/1250	C/1270	no	0	2	0
Error Budget	cand-ac92056bf8ddf54c	1061	C/1283	C/1205	C/1223	C/1089	C/1061	C/1162	no	0	0	0
METR	cand-ec99ce30dc2316d9	1061	C/1213	C/1178	C/1220	D/1586	D/1631	C/1061	no	0	2	0
Interdeclare	cand-90e0ad8703e5146d	1064	C/1323	C/1210	C/1147	C/1235	C/1195	C/1064	no	0	0	0
Tifinu	cand-02e02874230d12a6	1064	C/1210	C/1255	C/1106	C/1155	C/1064	C/1141	no	0	0	0
Tabula	cand-7c02a1336b79d6b4	1065	C/1065	C/1230	C/1256	C/1402	D/1477	C/1259	no	0	4	0
Sanasto	cand-8970fda07c715696	1068	C/1068	C/1155	C/1162	C/1158	C/1110	C/1163	no	0	0	0
Gyeolmun	cand-02daf6aeb13f5e91	1070	C/1098	C/1101	C/1070	C/1192	C/1112	C/1101	no	0	0	0
Shiori	cand-8b43b279c6620916	1071	C/1071	C/1108	C/1076	C/1333	C/1369	C/1107	no	0	3	0
Sutrava	cand-b6e96002b6d5f706	1072	C/1072	C/1244	C/1153	C/1191	C/1143	C/1230	no	0	0	0
